K0J4	31.042500	-86.311600	  96	Florala
K0R0	31.297001	-89.812798	  81	Columbia
K1A9	32.438702	-86.512703	  69	Prattville
K1M4	34.280300	-87.600403	 283	Haleyville
K4A6	34.688702	-86.005898	 198	Scottsboro
K4A9	34.473701	-85.721397	 267	Fort Payne
K79J	31.308800	-86.393799	  94	Andalusia/Opp
KALX	32.914700	-85.962997	 209	Alexander City
KANB	33.588200	-85.858100	 187	Anniston
KASN	33.569901	-86.050903	 161	Talladega
KAUO	32.615101	-85.433998	 237	Auburn
KBFM	30.626801	-88.068100	   8	Mobile
KBHM	33.562901	-86.753502	 198	Birmingham
KCMD	34.268700	-86.858002	 295	Cullman
KDHN	31.321301	-85.449600	 122	Dothan
KEDN	31.299700	-85.899902	 110	Enterprise
KEET	33.176998	-86.782799	 179	Alabaster
KEUF	31.951300	-85.128899	  87	Eufaula
KGAD	33.972599	-86.088996	 173	Gadsden
KGZH	31.415800	-87.043999	  79	Evergreen
KHEY	31.346001	-85.654297	  97	Fort Rucker Ozark
KHSV	34.637199	-86.775101	 192	Huntsville
KHUA	34.678699	-86.684799	 208	Redstone Arsnl Huntsville
KJKA	30.290501	-87.671799	   5	Gulf Shores
KALX	32.914700	-85.962997	 209	Alexander City
KLOR	31.355801	-85.751198	  90	Fort Rucker Ozark
KMDQ	34.861401	-86.557503	 230	Huntsville
KMGM	32.300598	-86.393997	  67	Montgomery
KMOB	30.691200	-88.242798	  67	Mobile
KMSL	34.745300	-87.610199	 168	Muscle Shoals
KMXF	32.382900	-86.365799	  52	Montgomery
KOZR	31.275700	-85.713402	  92	Fort Rucker/Ozark
KPRN	31.845699	-86.610703	 137	Greenville
KSCD	33.171799	-86.305496	 173	Sylacauga
KSEM	32.343899	-86.987801	  51	Selma
KSXS	31.362700	-85.849403	 122	Fort Rucker
KTCL	33.220600	-87.611397	  52	Tuscaloosa
KTOI	31.860399	-86.012101	 121	Troy
KAZC	36.959190	-113.013166	1486	Colorado City
KBXK	33.422397	-112.686317	 315	Buckeye
KCGZ	32.954899	-111.766998	 446	Casa Grande
KCMR	35.305555	-112.194393	2036	Williams
KDVT	33.688301	-112.083000	 450	Phoenix
KFFZ	33.460800	-111.727997	 425	Mesa
KFLG	35.138500	-111.670998	2138	Flagstaff
KGCN	35.952400	-112.147003	2014	Grand Canyon - Tusayan
KHII	34.571098	-114.358002	 239	Lake Havasu City
KIFP	35.157398	-114.559998	 214	Bullhead City
KIGM	35.259499	-113.938004	1051	Kingman
KINW	35.021900	-110.723000	1506	Winslow
KIWA	33.307800	-111.654999	 421	Mesa
KBXK	33.422397	-112.686317	 315	Buckeye
KNYL	32.656601	-114.606003	  65	Yuma
KOLS	31.417700	-110.848000	1205	Nogales
KPAN	34.256802	-111.338997	1572	Payson
KPGA	36.926102	-111.447998	1316	Page
KPHX	33.435302	-112.005905	 346	Phoenix
KPRC	34.654499	-112.419998	1538	Prescott
KRQE	35.652100	-109.067001	2055	Window Rock
